ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"212.102.54.28","anonymous","AS60068","IT","Datacamp Limited","93","Cdn77 MIL","3128","http","4403","4988","2023-05-04T04:06:10.165Z","100","1459","1459"
"103.85.114.240","anonymous","AS139901","BD","Apple Communication Ltd.","198","New CNS Online","8080","http","4192","658","2023-05-04T04:06:07.172Z","99","1442","1459"
"207.180.252.117","anonymous","AS51167","DE","Contabo GmbH","18","Contabo GmbH","2222","http","4708","2405","2023-05-04T04:06:02.365Z","100","1458","1458"
"79.175.134.30","elite","AS25184","IR","AFranet Co","180","Afranet","808","http","4895","2103","2023-05-04T04:06:01.061Z","98","1432","1459"
"103.245.164.79","anonymous","AS56309","TH","Siamdata Communication Co.","192","Siamdata (Lao) Co., Ltd","3128","https","4109","2296","2023-05-04T04:05:52.266Z","99","1504","1521"
"173.219.112.85","anonymous","AS19108","US","Suddenlink Communications","188","unused","8080","http","4201","2312","2023-05-04T04:05:48.664Z","100","1580","1580"
"205.207.101.177","anonymous","AS63060","US","ALTIUS Broadband, LLC","82","Altius Broadband, LLC","8282","http","4398","1021","2023-05-04T04:05:48.862Z","81","1256","1544"
"122.52.62.154","anonymous","AS9299","PH","Philippine Long Distance Telephone Co.","284","Philippine Long Distance Telephone Company","8181","http","4190","2702","2023-05-04T04:05:33.964Z","100","1456","1461"
"139.255.5.98","anonymous","AS9905","ID","PT. LINKNET","289","N/A","8080","http","4405","464","2023-05-04T04:05:30.463Z","100","1473","1476"
"1.117.113.106","elite","AS45090","CN","China Internet Network Information Center","187","Tencent cloud computing (Beijing) Co., Ltd.","2080","http","4984","2305","2023-05-04T04:05:28.066Z","99","1463","1484"
"195.211.219.147","anonymous","AS50105","RU","OOO \"Sestroretskoe Cable Television\"","97","SCTV","5555","http","3905","3803","2023-05-04T04:05:25.761Z","100","1576","1580"
"122.116.150.2","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","234","Chunghwa Telecom Co. Ltd.","9000","http","4107","2397","2023-05-04T04:05:24.465Z","100","1455","1462"
"139.255.21.74","anonymous","AS9905","ID","PT. LINKNET","186","N/A","8080","http","3988","1911","2023-05-04T04:05:17.554Z","84","1221","1457"
"38.10.69.109","anonymous","AS208972","TR","Gibirnet Iletisim Hizmetleri Sanayi VE Ticaret Limited Sirketi","100","Gibirnet Iletisim Hizmetleri Sanayi VE Ticaret Limited Sirketi","9090","http","3985","2203","2023-05-04T04:05:12.154Z","98","1440","1463"
"94.23.41.93","anonymous","AS16276","FR","OVH ISP","5","OVH","3128","http","3711","729","2023-05-04T04:05:11.253Z","100","1519","1519"
"45.71.184.239","anonymous","AS264668","EC","Nedetel S.A.","199","Nedetel S.A","999","http","4593","4708","2023-05-04T04:05:07.555Z","100","1460","1462"
"115.96.208.124","elite","AS17488","IN","Hathway IP over Cable Internet Access","193","Hathway Cable and Datacom Limited","8080","http","3408","2701","2023-05-04T04:05:06.467Z","75","1095","1465"
"91.121.175.124","anonymous","AS16276","FR","OVH SAS","81","OVH ISP","80","http","4799","2390","2023-05-04T04:05:05.165Z","100","1526","1526"
"187.95.34.135","anonymous","AS28260","BR","Alta Rede Corporate Network Telecom Ltda - EPP","212","Alta Rede Fiber Telecom Ltda","8080","http","4597","2303","2023-05-04T04:05:02.661Z","95","1388","1462"
"170.80.202.241","anonymous","AS271819","DO","RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L","187","RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L","999","http","4291","3214","2023-05-04T04:05:02.656Z","100","1456","1460"
"41.33.86.242","anonymous","AS8452","EG","TE Data","100","N/A","8080","http","4209","2494","2023-05-04T04:04:58.164Z","89","1320","1480"
"51.15.228.227","anonymous","AS12876","FR","SCALEWAY","2","ONLINE","3128","http","4281","3006","2023-05-04T04:04:55.255Z","100","1580","1580"
"190.242.118.92","anonymous","AS23520","CO","Columbus Networks USA, Inc.","139","Columbus Networks Colombia","55443","http","782","3605","2023-05-04T04:04:52.656Z","97","1509","1559"
"3.123.182.211","elite","AS16509","DE","Amazon Technologies Inc.","11","AWS EC2 (eu-central-1)","3128","http","4892","2701","2023-05-04T04:04:48.769Z","100","1480","1482"
"157.230.34.219","anonymous","AS14061","SG","DigitalOcean, LLC","200","DigitalOcean, LLC","3128","http","4497","3510","2023-05-04T04:04:48.654Z","99","1444","1464"
"67.206.232.113","anonymous","AS11992","PR","AT&T Mobility Puerto Rico","197","AT&T Mobility Puerto Rico","999","http","4786","2903","2023-05-04T04:04:45.058Z","100","1456","1461"
"165.73.128.217","elite","AS327791","ZA","Centracom","191","Pindrop","56975","http","4486","383","2023-05-04T04:04:37.465Z","99","1556","1570"
"61.9.34.146","anonymous","AS17970","PH","Sky Cable Corporation","204","Sky Cable Corporation","1337","http","4694","2808","2023-05-04T04:04:37.664Z","97","1421","1463"
"198.24.187.93","elite","AS19437","US","Secured Servers LLC","95","Secured Servers LLC","8001","https","4491","332","2023-05-04T04:04:36.367Z","100","1552","1558"
"110.34.3.229","anonymous","AS4007","NP","SUBISU C7","197","N/A","3128","http","4300","5104","2023-05-04T04:04:31.956Z","95","1394","1464"
"91.189.177.189","anonymous","AS34989","NO","ServeTheWorld","186","STW","3128","http","4289","3512","2023-05-04T04:04:31.855Z","100","1457","1460"
"177.71.77.202","anonymous","AS263019","BR","Quicknet Telecom Ltda","294","Quicknet Telecom Ltda","20183","http","4200","2405","2023-05-04T04:04:30.558Z","100","1457","1464"
"185.208.79.86","anonymous","AS59441","IR","NOAVARAN SHABAKEH SABZ MEHREGAN (Ltd.)","196","NOAVARAN SHABAKEH SABZ MEHREGAN (Ltd.)","3128","http","4196","2114","2023-05-04T04:04:30.762Z","99","1451","1459"
"93.104.211.69","anonymous","AS8767","DE","MNET","27","Contabo GmbH","21","http","4314","2697","2023-05-04T04:04:28.071Z","94","1380","1461"
"51.77.141.29","elite","AS16276","FR","OVH SAS","12","OVH","1081","http","4299","2808","2023-05-04T04:04:21.959Z","100","1483","1483"
"43.132.148.107","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","290","Tencent Cloud Computing","2080","http","4309","669","2023-05-04T04:04:21.960Z","99","1450","1465"
"130.185.251.125","anonymous","AS203380","GB","DA International Group Ltd.","87","DA International Group Ltd","8080","http","4289","2808","2023-05-04T04:04:20.657Z","60","939","1560"
"66.211.155.34","anonymous","AS10367","US","FirstLight Fiber","91","First Light Fiber","8080","http","4502","2400","2023-05-04T04:04:19.161Z","99","1439","1459"
"180.235.65.13","elite","AS4811","CN","China Telecom (Group)","187","Shanghai Xinjue Information and Technology Co.","80","http","4625","2674","2023-05-04T04:04:11.353Z","99","1466","1485"
"165.227.0.166","anonymous","AS14061","US","DigitalOcean, LLC","187","DigitalOcean, LLC","3128","http","388","2512","2023-05-04T04:04:11.564Z","100","1459","1460"
"185.44.232.30","elite","AS43160","ES","Avatel Telecom","91","AVATEL TELECOM, SA","53281","http","3691","504","2023-05-04T04:04:00.668Z","100","1464","1465"
"77.46.138.38","anonymous","AS8400","RS","TELEKOM-SRBIJA","84","N/A","8080","http","3904","2597","2023-05-04T04:03:59.655Z","100","1456","1460"
"51.79.50.22","elite","AS16276","CA","OVH SAS","84","OVH Hosting, Inc.","9300","http","3502","2608","2023-05-04T04:03:57.669Z","99","1450","1465"
"103.243.114.206","anonymous","AS132770","IN","Gazon Communications India Limited","196","TejRaj Y Max Services Pvt Ltd","8080","http","3302","2382","2023-05-04T04:03:52.766Z","98","1432","1461"
"177.74.226.26","anonymous","AS263652","BR","MAP Tecnologia Ltda","289","MAP Tecnologia Ltda","4040","http","4188","1473","2023-05-04T04:03:44.957Z","100","1506","1510"
"104.37.100.33","anonymous","AS63060","US","ALTIUS Broadband, LLC","101","ALTIUS Broadband, LLC","8282","http","3602","584","2023-05-04T04:03:32.657Z","98","1509","1532"
"185.231.223.28","elite","AS42106","NL","ABELOHOST","100","N/A","3128","http","5085","1310","2023-05-04T04:03:27.555Z","64","962","1501"
"103.85.114.249","anonymous","AS139901","BD","Apple Communication Ltd.","199","New CNS Online","8080","http","4900","786","2023-05-04T04:03:26.463Z","99","1444","1460"
"200.85.183.100","anonymous","AS28009","AR","Davitel S.A","285","Honorable Legislatura Neuquen","8080","http","4897","3100","2023-05-04T04:03:24.454Z","100","1461","1465"
"91.189.177.190","anonymous","AS34989","NO","ServeTheWorld","93","STW","3128","http","5067","3003","2023-05-04T04:03:20.362Z","100","1571","1573"
"41.254.53.70","anonymous","AS21003","LY","LTT Network Backbone and POPs","93","Libyan Telecom and Technology","1981","http","3992","3400","2023-05-04T04:03:14.566Z","99","1453","1464"
"50.235.149.74","anonymous","AS7922","US","Comcast Cable Communications, LLC","94","Comcast Cable Communications, LLC","8080","http","3500","2507","2023-05-04T04:03:08.570Z","100","1483","1486"
"183.88.220.1","anonymous","AS45629","TH","Triple T Broadband Public Company Limited","196","Triple T Broadband Public Company Limited","8080","http","3897","839","2023-05-04T04:03:07.656Z","100","1484","1484"
"74.114.232.162","anonymous","AS46817","US","Midwest Telecom of America, Inc","106","Midwest Telecom of America, Inc","8080","http","3900","2312","2023-05-04T04:03:07.465Z","100","1476","1479"
"51.159.66.158","anonymous","AS12876","FR","SCALEWAY","0","ONLINE","3128","http","4093","2098","2023-05-04T04:03:06.168Z","100","1579","1579"
"142.93.108.171","anonymous","AS14061","DE","DigitalOcean, LLC","91","DigitalOcean, LLC","3128","http","3705","2300","2023-05-04T04:03:03.863Z","100","1474","1474"
"45.173.6.5","anonymous","AS262191","CO","Columbus Networks Colombia","148","Integra Multisolutions","999","http","5098","2598","2023-05-04T04:02:57.156Z","99","1450","1463"
"69.11.145.106","anonymous","AS4181","US","TDS TELECOM","286","Quail RUN RV Park","8080","http","938","3196","2023-05-04T04:02:54.966Z","88","1283","1462"
"158.69.53.98","elite","AS16276","CA","OVH SAS","87","OVH Hosting, Inc.","9300","http","5108","3310","2023-05-04T04:02:53.760Z","99","1452","1460"
"103.235.227.163","elite","AS56282","CN","Beijing Internet Harbor Technology Co., Ltd","186","Beijing Internet Harbor Technology Co., Ltd","8118","http","4687","5817","2023-05-04T04:02:52.355Z","97","1411","1461"
"207.180.218.96","elite","AS51167","DE","Contabo GmbH","97","Contabo GmbH","80","http","4696","2306","2023-05-04T04:02:47.857Z","100","1527","1528"
"81.95.232.73","elite","AS12365","UZ","Sarkor-Telecom Co","95","N/A","3128","http","4399","3902","2023-05-04T04:02:43.263Z","94","1377","1460"
"103.127.1.130","elite","AS138492","BD","Chittagong Focus Online","195","CFO","80","http","4786","2614","2023-05-04T04:02:38.861Z","98","1429","1464"
"206.43.196.31","elite","AS267587","BR","Click Speed Servicoes del Telecomunicacoes","287","AGIS","55443","http","4905","2404","2023-05-04T04:02:39.053Z","99","1441","1460"
"138.122.147.122","anonymous","AS18734","MX","Operbes, S.A. de C.V.","171","Operbes, S.A. de C.V.","8080","http","4614","2988","2023-05-04T04:02:36.854Z","99","1448","1463"
"103.252.1.137","anonymous","AS38732","VN","CMCMIENBAC","281","N/A","3128","http","4802","5413","2023-05-04T04:02:35.558Z","100","1459","1463"
"117.54.11.82","anonymous","AS9340","ID","PT IndoInternet","196","N/A","3128","http","4309","3094","2023-05-04T04:02:35.370Z","100","1459","1465"
"165.22.218.125","anonymous","AS14061","IN","DigitalOcean, LLC","195","DigitalOcean, LLC","3128","http","4507","2900","2023-05-04T04:02:32.768Z","100","1458","1460"
"153.121.36.194","elite","AS9370","JP","SAKURA Internet Inc.","286","SAKURA","8118","http","4699","2500","2023-05-04T04:02:32.560Z","97","1416","1459"
"117.160.250.132","anonymous","AS24445","CN","China Mobile communications corporation","210","China Mobile","8081","http","4398","2804","2023-05-04T04:02:30.762Z","95","1385","1462"
"197.221.85.214","anonymous","AS37350","GH","Dimension Data Ltd","184","Internet Solutions","8080","http","4097","3188","2023-05-04T04:02:25.668Z","100","1573","1573"
"101.255.144.5","anonymous","AS38511","ID","PT Remala Abadi","202","N/A","8080","http","3907","5290","2023-05-04T04:02:21.858Z","99","1446","1456"
"51.75.52.229","elite","AS16276","PL","OVH SAS","95","OVH Sp. z o. o","3000","http","4310","2395","2023-05-04T04:02:17.365Z","100","1460","1460"
"101.32.243.126","elite","AS132203","SG","Aceville Pte.ltd","379","N/A","443","https","4001","2603","2023-05-04T04:02:15.062Z","99","1520","1532"
"177.234.212.91","anonymous","AS264668","EC","Nedetel S.A.","189","Nedetel S.A","999","http","4107","2692","2023-05-04T04:02:15.061Z","100","1458","1462"
"103.5.232.145","anonymous","AS38592","BD","Chittagong Online Limited","200","CTGONLINENET","8080","http","4109","2381","2023-05-04T04:02:11.560Z","100","1530","1535"
"182.253.93.4","elite","AS17451","ID","BIZNET","193","N/A","53281","http","4205","2787","2023-05-04T04:02:07.669Z","99","1497","1505"
"91.196.148.56","anonymous","AS43139","UA","Maximum-Net LLC","84","Maximum-Net LLC","10000","http","4408","6303","2023-05-04T04:02:05.661Z","97","1430","1472"
"102.68.78.57","anonymous","AS328490","KE","Unwired Communications Ltd","124","Unwired Communications Ltd","8080","http","4705","2292","2023-05-04T04:02:03.060Z","99","1452","1462"
"84.204.40.154","anonymous","AS20632","RU","PJSC MegaFon","95","JSC PeterStar","8080","http","3801","4107","2023-05-04T04:02:02.860Z","100","1574","1578"
"119.2.52.152","anonymous","AS55666","ID","GMEDIA","212","N/A","8282","http","4311","2792","2023-05-04T04:02:02.859Z","99","1452","1461"
"70.186.128.126","anonymous","AS22773","US","Cox Communications Inc.","186","Allegiance Communications, LLC","8080","http","4506","2705","2023-05-04T04:02:02.866Z","99","1447","1460"
"202.61.254.57","elite","AS197540","DE","netcup GmbH","93","netcup GmbH","8118","http","3723","2783","2023-05-04T04:01:59.356Z","100","1463","1464"
"144.217.7.157","elite","AS16276","CA","OVH SAS","94","OVH Hosting, Inc.","9300","http","4308","2216","2023-05-04T04:01:56.661Z","85","1249","1462"
"201.157.254.26","anonymous","AS52871","BR","TASCOM TELECOMUNICAÔÔES LTDA","180","TASCOM TELECOMUNICAÇÕES LTDA","8080","http","4797","2398","2023-05-04T04:01:55.162Z","100","1455","1462"
"165.22.60.129","elite","AS14061","SG","DigitalOcean, LLC","200","DigitalOcean, LLC","41946","http","3693","5413","2023-05-04T04:01:50.665Z","100","1459","1461"
"41.65.55.2","anonymous","AS36992","EG","Etisalat Misr Mobile BB","84","N/A","1981","http","3797","2593","2023-05-04T04:01:49.267Z","73","1068","1464"
"168.90.255.60","anonymous","AS264669","AR","Tecnocomp S.R.L.","283","Tecnocomp S.R.L","999","http","3494","3106","2023-05-04T04:01:49.555Z","99","1450","1462"
"106.15.76.121","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","275","Aliyun Computing Co., LTD","3128","http","3499","3106","2023-05-04T04:01:49.555Z","98","1434","1461"
"84.204.40.156","anonymous","AS20632","RU","PJSC MegaFon","45","JSC PeterStar","8080","http","4598","4309","2023-05-04T04:01:46.065Z","100","1461","1466"
"112.74.104.232","elite","AS37963","CN","Addresses CNNIC","290","Aliyun Computing Co., LTD","8888","http","4103","2390","2023-05-04T04:01:43.958Z","95","1384","1460"
"158.69.185.37","anonymous","AS16276","CA","OVH SAS","89","OVH Hosting, Inc.","3129","http","832","2504","2023-05-04T04:01:41.773Z","100","1464","1464"
"176.101.177.209","anonymous","AS57566","SK","Wircom s.r.o.","86","Wircom s.r.o","8080","http","4211","2605","2023-05-04T04:01:33.957Z","100","1463","1464"
"212.73.73.234","anonymous","AS12297","AM","Armenia Telephone Company","96","Telecom Armenia CJSC","8081","http","4205","2605","2023-05-04T04:01:34.056Z","98","1431","1461"
"5.104.174.199","elite","AS57344","BG","DobrudjaCable Ltd.","45","DobrudjaCable Ltd.","23500","http","421","2212","2023-05-04T04:01:23.570Z","100","1469","1471"
"200.32.51.179","elite","AS10834","AR","Telefonica de Argentina","288","Arnet S.A","8080","http","879","2814","2023-05-04T04:01:23.569Z","100","1458","1462"
"1.1.189.58","anonymous","AS23969","TH","TOT Public Company Limited","199","TOT Public Company Limited","8080","http","834","409","2023-05-04T04:01:22.761Z","98","1548","1576"
"31.13.33.2","anonymous","AS8732","RU","JSC Comcor","96","Comcor","8080","http","89","4505","2023-05-04T04:01:22.654Z","100","1532","1533"
"178.128.55.68","elite","AS14061","SG","DigitalOcean, LLC","193","Digitalocean","39124","http","549","3988","2023-05-04T04:01:22.656Z","100","1457","1461"
"103.14.20.28","anonymous","AS131717","ID","PT Citra Jelajah Informatika","188","N/A","7777","http","458","4109","2023-05-04T04:01:22.565Z","98","1433","1461"
"154.53.59.250","anonymous","AS40021","US","Contabo Inc.","188","Contabo Inc","3128","http","458","1694","2023-05-04T04:01:21.768Z","86","1254","1464"
"212.98.145.42","anonymous","AS39010","LB","TerraNet sal","92","Minstry of Interior","9094","http","547","4973","2023-05-04T04:01:21.767Z","99","1445","1461"
